quizzes,solutions
8.4002E+78,9.58476E+80
2.00002E+80,2.65972E+80
7.815E+79,9.78154E+80
7.009E+80,7.41968E+80
5.00003E+74,7.49239E+80
8.69043E+79,1.86924E+80
5.00749E+79,2.53675E+80
1.03086E+78,5.71235E+80
7.001E+77,6.43789E+80
6.50009E+80,6.54319E+80
3E+79,1.32868E+80
2.004E+80,2.76484E+80
6E+80,6.32978E+80
5.306E+78,7.85317E+80
1.0008E+79,7.13968E+80
5.074E+80,5.37426E+80
4.17E+80,4.17937E+80
2.80401E+80,2.83452E+80
3.087E+80,3.28796E+80
5.02001E+80,5.32462E+80
5.0901E+79,8.53922E+80
9.002E+79,5.93127E+80
6.35901E+77,8.72636E+80
7.0009E+79,5.76289E+80
4.09003E+79,2.47958E+80
9.30085E+78,7.19363E+80
6.702E+79,9.67325E+80
2.9E+79,3.29466E+80
1.70001E+80,1.79424E+80
4.06421E+74,9.18327E+80
7.9E+80,7.96324E+80
6.04E+79,1.6744E+80
4.00054E+76,3.91649E+80
1.0506E+79,8.14576E+80
9.06031E+80,9.26832E+80
1.0642E+74,7.93485E+80
7.0609E+80,7.46598E+80
7.002E+80,7.16239E+80
7.0085E+79,3.79485E+80
5.043E+80,5.14388E+80
4.90201E+80,4.98217E+80
7.00181E+80,7.2319E+80
2.78004E+80,2.78915E+80
4.002E+80,4.63288E+80
1.50039E+80,1.58239E+80
2.085E+78,7.32486E+80
5.02004E+79,9.56213E+80
9.60042E+77,5.37962E+80
4.00273E+78,6.84593E+80
1.50004E+80,1.53965E+80
6.1E+79,9.61726E+80
8.074E+79,3.85742E+80
8.05009E+80,8.3547E+80
2.00008E+80,2.34618E+80
6.04721E+78,8.56347E+80
5.30209E+80,5.38249E+80
9.37004E+80,9.37285E+80
2.1709E+79,3.2175E+80
1.06009E+75,4.23872E+80
7.28604E+77,5.19729E+80
6.0207E+79,3.68297E+80
2.8E+80,2.85647E+80
4.00002E+79,5.46928E+80
4.70001E+79,2.47186E+80
3.107E+80,3.1673E+80
6.00109E+77,9.54673E+80
7.40027E+80,7.49327E+80
8.00625E+80,8.97625E+80
5.3E+80,5.37242E+80
7.30015E+78,4.67389E+80
6.003E+80,6.18373E+80
6.00705E+80,6.93785E+80
9.80031E+80,9.85631E+80
3.42E+80,3.42975E+80
7.10301E+77,8.62719E+80
7.00004E+79,8.73519E+80
9.5E+78,4.19569E+80
8.3209E+79,6.8322E+80
1.30009E+80,1.36879E+80
7.00101E+80,7.83163E+80
3.06E+80,3.76892E+80
8.00903E+80,8.56913E+80
5.20713E+79,6.52471E+80
7.05E+79,9.72531E+80
3.00507E+78,4.63126E+80
9.002E+80,9.58234E+80
4.02071E+78,6.8433E+80
6.02101E+79,9.63215E+80
9.008E+80,9.35826E+80
4.897E+79,5.48974E+80
6.00002E+78,3.46587E+80
4.0635E+78,7.24864E+80
5.03009E+78,7.25432E+80
5.00601E+78,7.45386E+80
2.00906E+80,2.78936E+80
6.51802E+78,7.96518E+80
9.30607E+80,9.31657E+80
8.60705E+80,8.64795E+80
4.00001E+80,4.59188E+80
6.10803E+76,7.52461E+80
5.00301E+80,5.6433E+80
7.00851E+79,2.71985E+80
6.3009E+78,1.76385E+80
6.50001E+80,6.51843E+80
7.04603E+77,1.38795E+80
7.0804E+80,7.98543E+80
8.04391E+78,1.28644E+80
5.01007E+80,5.61438E+80
1.0009E+80,1.7369E+80
7.43281E+77,5.91743E+80
6.0701E+80,6.4729E+80
6.2105E+76,7.53862E+80
1.0064E+80,1.35648E+80
8.00057E+80,8.49258E+80
9.80001E+78,5.69823E+80
6.30701E+78,9.46388E+80
6.091E+79,7.63915E+80
6.05037E+79,2.68594E+80
7.0004E+80,7.19245E+80
4.09002E+78,7.84594E+80
1.0372E+80,1.83725E+80
4.90005E+79,3.49672E+80
5.00209E+80,5.74239E+80
7.00807E+80,7.24817E+80
4.06201E+78,3.94763E+80
6.0342E+79,7.65343E+80
3.00741E+79,5.38974E+80
1.60701E+79,3.1628E+80
4.00051E+80,4.2716E+80
4.00059E+80,4.1326E+80
3.97014E+77,2.56398E+80
6.00001E+80,6.47382E+80
7.02402E+80,7.52462E+80
9.00008E+78,3.59427E+80
5.04004E+80,5.14784E+80
3.00815E+79,9.36282E+80
4.08131E+80,4.98137E+80
7.04003E+80,7.64524E+80
6.08031E+77,2.57619E+80
5.00003E+80,5.79463E+80
3.1E+80,3.16875E+80
2.0964E+78,7.52196E+80
1.0005E+80,1.23457E+80
5.00361E+80,5.47363E+80
4.9005E+78,6.84938E+80
7.5E+78,8.37516E+80
4.07503E+80,4.27594E+80
8.90704E+73,5.14627E+80
6.43108E+79,2.64316E+80
8.15E+76,6.47382E+80
4.02501E+80,4.32518E+80
1.09043E+79,7.18964E+80
5.92601E+80,5.92618E+80
1.03024E+79,9.15382E+80
1.50341E+80,1.56343E+80
9.20817E+79,4.92382E+80
9E+80,9.45124E+80
4.00001E+78,8.34262E+80
4.6003E+80,4.62532E+80
4.6E+80,4.68372E+80
9.00017E+78,2.79453E+80
8.3406E+79,2.83417E+80
9.068E+78,5.39468E+80
9.04201E+80,9.74232E+80
7.50904E+78,8.27569E+80
4.09211E+79,3.45922E+80
7.60041E+79,8.76314E+80
3.00005E+78,8.53218E+80
4.38E+78,6.74383E+80
1.75201E+80,1.75297E+80
2.10007E+80,2.17957E+80
2.059E+80,2.85942E+80
7.094E+78,3.57295E+80
5.0208E+80,5.72683E+80
7.00009E+79,3.72582E+80
8.50001E+80,8.57292E+80
9.037E+80,9.23765E+80
7.00401E+79,8.79246E+80
3.01006E+79,4.36179E+80
2.01701E+80,2.51784E+80
3.00057E+80,3.68157E+80
5.03107E+80,5.63197E+80
7.00003E+80,7.54124E+80
6.09008E+80,6.79458E+80
4.52701E+79,1.45276E+80
8.0906E+79,1.85976E+80
1.5009E+77,2.36155E+80
7.93E+79,4.79356E+80
8.0462E+78,1.78946E+80
5.0603E+80,5.26432E+80
4.00169E+78,7.24582E+80
3.678E+77,2.95368E+80
8.01021E+80,8.61926E+80
3.85209E+78,1.43853E+80
9.73101E+80,9.73183E+80
5.0031E+80,5.26319E+80
7.90608E+80,7.91648E+80
8.0904E+79,2.85914E+80
1.00007E+78,9.81253E+80
2.39001E+78,6.42397E+80
1.00641E+79,7.15364E+80
6.00141E+79,7.68914E+80
2.51001E+78,4.82514E+80
3.00062E+80,3.75163E+80
4.67E+80,4.67236E+80
8.6009E+79,3.8673E+80
2.61701E+74,3.59874E+80
3.0001E+79,5.31248E+80
4.01008E+80,4.71359E+80
2.0095E+79,1.27896E+80
8.9003E+80,8.95637E+80
7.00801E+80,7.45817E+80
5.0903E+79,4.58923E+80
9.703E+80,9.75324E+80
6.201E+79,7.62414E+80
2.00003E+77,7.64216E+80
1.0407E+78,9.31247E+80
1.02004E+80,1.72595E+80
8.002E+80,8.47236E+80
